request_id,scenario,request_type,start_ts,end_ts,latency_ms,ttft_ms,prompt_chars,output_chars,max_tokens,status_code,ok,error
2d54i3qk2i,short-bursts,completions,1775623533.3775647,1775623533.3788943,1.33,1.33,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
xwc4rtwuzk,short-bursts,completions,1775623591.6805818,1775623591.6817985,1.22,1.22,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
ht7pze9vif,short-bursts,completions,1775623551.015574,1775623551.016619,1.04,1.04,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
9xuy41iblj,short-bursts,completions,1775623517.412735,1775623517.414052,1.32,1.32,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
sf6f7low4v,short-bursts,completions,1775623605.6310012,1775623605.6323771,1.38,1.38,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
1r11q7uww5,short-bursts,completions,1775623581.5459783,1775623581.547256,1.28,1.28,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
h25llo3rbx,short-bursts,completions,1775623593.9763205,1775623593.9773319,1.01,1.01,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
lgzui1b0z3,short-bursts,completions,1775623555.3362384,1775623555.3374188,1.18,1.18,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
kgtii4fqco,short-bursts,completions,1775623628.6985579,1775623628.7007086,2.15,2.15,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
ykl1cq99ch,short-bursts,completions,1775623528.1025665,1775623528.1041248,1.56,1.56,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
pnngh8riec,short-bursts,completions,1775623586.0408351,1775623586.0418963,1.06,1.06,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
mkygvwoplo,short-bursts,completions,1775623619.063267,1775623619.064566,1.30,1.30,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
p6vz41nam1,short-bursts,completions,1775623539.815497,1775623539.8166795,1.18,1.18,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
celos6zle6,short-bursts,completions,1775623619.2124908,1775623619.2137196,1.23,1.23,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
mdd4v30t9n,short-bursts,completions,1775623513.7243674,1775623513.725481,1.11,1.11,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
d96qe3rzsj,short-bursts,completions,1775623551.9700985,1775623551.9721684,2.07,2.07,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
1at7o75rh8,short-bursts,completions,1775623614.4451253,1775623614.446512,1.39,1.39,203,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
if2gog72oy,short-bursts,completions,1775623531.6411476,1775623531.642395,1.25,1.25,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
brn7zsedfq,short-bursts,completions,1775623589.6272562,1775623589.6286232,1.37,1.37,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
qpki7p5tb9,short-bursts,completions,1775623523.4808116,1775623523.483075,2.26,2.26,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
r6ccvcjwtl,short-bursts,completions,1775623573.454098,1775623573.4552894,1.19,1.19,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
sp2ex5t5p5,short-bursts,completions,1775623574.2284784,1775623574.2296534,1.17,1.17,203,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
yk0x65mufm,short-bursts,completions,1775623585.8809216,1775623585.8823109,1.39,1.39,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
4fmyzycwti,short-bursts,completions,1775623517.008603,1775623517.00997,1.37,1.37,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
a04ux5qrl1,short-bursts,completions,1775623555.127733,1775623555.1298609,2.13,2.13,203,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
mcikptk93t,short-bursts,completions,1775623528.4398894,1775623528.441925,2.04,2.04,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
e0rnujjq9k,short-bursts,completions,1775623596.1613474,1775623596.162729,1.38,1.38,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
b9w1q5uzno,short-bursts,completions,1775623536.890319,1775623536.8916898,1.37,1.37,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
itn7s55j2o,short-bursts,completions,1775623552.5082464,1775623552.5095966,1.35,1.35,203,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
c1xi04b7p4,short-bursts,completions,1775623614.516911,1775623614.518664,1.75,1.75,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
08j3trp0j4,short-bursts,completions,1775623543.5417764,1775623543.5430532,1.28,1.28,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
zyrru7zkut,short-bursts,completions,1775623610.5153754,1775623610.5167732,1.40,1.40,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
w5uzbikcid,short-bursts,completions,1775623515.8280847,1775623515.829151,1.07,1.07,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
hw06xkxb94,short-bursts,completions,1775623573.0521111,1775623573.0531917,1.08,1.08,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
38xrg2gzr7,short-bursts,completions,1775623633.0000346,1775623633.0014114,1.38,1.38,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
78bmyymu59,short-bursts,completions,1775623531.33711,1775623531.3383737,1.26,1.26,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
zduxlez896,short-bursts,completions,1775623585.9477525,1775623585.9494672,1.71,1.71,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
uzhr5xff0t,short-bursts,completions,1775623517.731766,1775623517.7330596,1.29,1.29,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
va2ieuc1hh,short-bursts,completions,1775623571.803924,1775623571.8053505,1.43,1.43,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
xs6esj3l0x,short-bursts,completions,1775623618.658675,1775623618.6608422,2.17,2.17,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
026rjrny20,short-bursts,completions,1775623539.9711514,1775623539.9722252,1.07,1.07,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
gyup12spfh,short-bursts,completions,1775623588.0627003,1775623588.0641086,1.41,1.41,203,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
